time,I,R,D
16-Apr-2020 04:48:00,587290.440132674,62117.1731940417,30168.3957291044
16-Apr-2020 07:12:00,589209.0844739,62616.0519385256,30367.8463346604
16-Apr-2020 09:36:00,591115.090293927,63116.5524739826,30567.363099426
16-Apr-2020 12:00:00,593008.420003969,63618.6640659937,30766.9396831088
16-Apr-2020 14:24:00,594889.037567769,64122.3759489209,30966.5697817956
16-Apr-2020 16:48:00,596756.908492166,64627.6773272201,31166.2471283479
16-Apr-2020 19:12:00,598611.999817424,65134.5573767453,31365.9654927889
16-Apr-2020 21:36:00,600454.280107312,65643.0052460448,31565.7186826786
17-Apr-2020 00:00:00,602283.719438943,66153.0100576496,31765.5005434788
17-Apr-2020 02:24:00,604100.289392395,66664.5609093517,31965.3049589081
17-Apr-2020 04:48:00,605903.963040103,67177.6468754748,32165.1258512856
17-Apr-2020 07:12:00,607694.71493604,67692.2570081349,32364.9571818655
17-Apr-2020 09:36:00,609472.521104692,68208.3803384923,32564.7929511606
17-Apr-2020 12:00:00,611237.359029835,68726.0058779942,32764.6271992554
17-Apr-2020 14:24:00,612989.207643115,69245.1226196069,32964.4540061103
17-Apr-2020 16:48:00,614728.047312446,69765.7195390392,33164.267491854
17-Apr-2020 19:12:00,616453.859830232,70287.7855959555,33364.0618170675
17-Apr-2020 21:36:00,618166.628401414,70811.3097351785,33563.8311830569
18-Apr-2020 00:00:00,619866.33763135,71336.2808878823,33763.5698321172
18-Apr-2020 02:24:00,621552.973513546,71862.6879727748,33963.2720477859
18-Apr-2020 04:48:00,623226.523417223,72390.5198972694,34162.9321550869
18-Apr-2020 07:12:00,624886.976074751,72919.7655586468,34362.5445207646
18-Apr-2020 09:36:00,626534.321568933,73450.4138452055,34562.1035535088
18-Apr-2020 12:00:00,628168.551320166,73982.4536374016,34761.60370417
18-Apr-2020 14:24:00,629789.658073471,74515.8738089777,34961.0394659649
18-Apr-2020 16:48:00,631397.635885402,75050.6632280807,35160.4053746731
18-Apr-2020 19:12:00,632992.480110843,75586.8107583685,35359.696008824
18-Apr-2020 21:36:00,634574.187389696,76124.3052601055,35558.9059898755
19-Apr-2020 00:00:00,636142.755633469,76663.1355912467,35758.0299823822
19-Apr-2020 02:24:00,637698.184011762,77203.2906085102,35957.0626941559
19-Apr-2020 04:48:00,639240.472938664,77744.7591684388,36155.9988764167
19-Apr-2020 07:12:00,640769.624059072,78287.5301284491,36354.8333239349
19-Apr-2020 09:36:00,642285.640234917,78831.5923478699,36553.5608751654
19-Apr-2020 12:00:00,643788.525531328,79376.9346889683,36752.1764123717
19-Apr-2020 14:24:00,645278.285202716,79923.5460179641,36950.6748617434
19-Apr-2020 16:48:00,646754.925678804,80471.4152060327,37149.0511935033
19-Apr-2020 19:12:00,648218.45455059,81020.5311302958,37347.300422008
19-Apr-2020 21:36:00,649668.880556262,81570.8826748001,37545.4176058388
20-Apr-2020 00:00:00,651106.213567061,82122.4587314846,37743.3978478856
20-Apr-2020 02:24:00,652530.464573103,82675.2482011352,37941.2362954217
20-Apr-2020 04:48:00,653941.645669154,83229.2399943275,38138.9281401718
20-Apr-2020 07:12:00,655339.770040386,83784.4230323578,38336.4686183713
20-Apr-2020 09:36:00,656724.851948085,84340.7862481617,38533.8530108183
20-Apr-2020 12:00:00,658096.906715348,84898.3185872208,38731.076642918
20-Apr-2020 14:24:00,659455.950712751,85457.0090084567,38928.1348847192
20-Apr-2020 16:48:00,660802.001344003,86016.8464851138,39125.023150944
20-Apr-2020 19:12:00,662135.077031591,86577.8200056288,39321.7369010094
20-Apr-2020 21:36:00,663455.197202412,87139.9185744891,39518.2716390428
21-Apr-2020 00:00:00,664762.382273401,87703.1312130785,39714.6229138891
21-Apr-2020 02:24:00,666056.653637168,88267.4469605102,39910.7863191117
21-Apr-2020 04:48:00,667338.033647622,88832.8548744488,40106.7574929866
21-Apr-2020 07:12:00,668606.545605626,89399.344031919,40302.5321184891
21-Apr-2020 09:36:00,669862.213744639,89966.9035301029,40498.1059232743
21-Apr-2020 12:00:00,671105.063216393,90535.5224871246,40693.4746796511
21-Apr-2020 14:24:00,672335.120076581,91105.1900428231,40888.6342045493
21-Apr-2020 16:48:00,673552.411270562,91675.8953595127,41083.5803594807
21-Apr-2020 19:12:00,674756.964619106,92247.6276227315,41278.3090504938
21-Apr-2020 21:36:00,675948.808804155,92820.3760419778,41472.8162281225
22-Apr-2020 00:00:00,677127.973354624,93394.1298514344,41667.0978873282
22-Apr-2020 02:24:00,678294.488632234,93968.8783106808,41861.1500674367
22-Apr-2020 04:48:00,679448.385817389,94544.6107053937,42054.9688520691
22-Apr-2020 07:12:00,680589.696895088,95121.3163480352,42248.5503690663
22-Apr-2020 09:36:00,681718.454640891,95698.9845785289,42441.8907904086
22-Apr-2020 12:00:00,682834.692606921,96277.6047649251,42634.9863321295
